GAME_DATE,HOME,AWAY,Score,Odds1,Odds2,Results
2018-01-27,MIA ,CHA,95:91,1.58,2.5,1
2018-01-27,IND ,ORL,114:112,1.38,3.22,1
2018-01-27,DET ,OKC,108:121,2.4,1.61,0
2018-01-26,PHX ,NYK,85:107,1.99,1.87,0
2018-01-26,DAL ,POR,93:107,2,1.86,0
2018-01-26,SAS ,PHI,78:97,1.59,2.46,0
2018-01-26,CHI ,LAL,103:108,1.57,2.52,0
2018-01-26,MEM ,LAC,100:109,2.6,1.54,0
2018-01-26,MIL ,BKN,116:91,1.39,3.17,1
2018-01-26,NOP ,HOU,115:113,2.6,1.53,1
2018-01-26,CLE ,IND,115:108,1.37,3.25,1
2018-01-26,TOR ,UTA,93:97,1.26,4.1,0
2018-01-26,CHA ,ATL,121:110,1.34,3.4,1
2018-01-25,GSW ,MIN,126:113,1.12,7.35,1
2018-01-25,DEN ,NYK,130:118,1.36,3.34,1
2018-01-25,OKC ,WAS,121:112,1.47,2.8,1
2018-01-25,MIA ,SAC,88:89,1.21,4.68,0
2018-01-24,LAC ,BOS,102:113,1.62,2.41,0
2018-01-24,POR ,MIN,123:114,1.64,2.35,1
2018-01-24,DAL ,HOU,97:104,3.3,1.36,0
2018-01-24,MEM ,SAS,85:108,2.02,1.84,0
2018-01-24,ATL ,TOR,93:108,3.26,1.37,0
2018-01-24,CHA ,NOP,96:101,1.76,2.14,0
2018-01-24,DET ,UTA,95:98 ,1.73,2.19,0
2018-01-24,IND ,PHX,116:101,1.36,3.3,1
2018-01-24,PHI ,CHI,115:101,1.43,2.96,1
2018-01-23,GSW ,NYK,123:112,1.05,12.09,1
2018-01-23,LAL ,BOS,108:107,2.76,1.48,1
2018-01-23,OKC ,BKN,109:108,1.18,5.19,1
2018-01-23,SAS ,CLE,114:102,2.19,1.72,1
2018-01-23,ORL ,SAC,99:105,1.32,3.57,0
2018-01-22,LAC ,MIN,118:126,1.78,2.11,0
2018-01-22,DEN ,POR,104:101,1.65,2.34,1
2018-01-22,DAL ,WAS,98:75,2.11,1.78,1
2018-01-22,HOU ,MIA,99:90,1.15,6.03,1
2018-01-22,MEM ,PHI,105:101,2.33,1.65,1
2018-01-22,MIL ,PHX,109:105,1.46,2.84,1
2018-01-22,NOP ,CHI,132:128 ,1.37,3.26,1
2018-01-22,ATL ,UTA,104:90,2.26,1.68,1
2018-01-22,CHA ,SAC,112:107,1.17,5.54,1
2018-01-21,SAS ,IND,86:94,1.42,3,0
2018-01-21,DET ,BKN,100:101,1.41,3.03,0
2018-01-21,LAL ,NYK,127:107,2.1,1.79,1
2018-01-21,BOS ,ORL,95:103,1.15,5.8,0
2018-01-20,POR ,DAL,117:108,1.47,2.81,1
2018-01-20,MIN ,TOR,115:109,2.03,1.83,1
2018-01-20,UTA ,LAC,125:113,1.71,2.21,1
2018-01-20,HOU ,GSW,116:108,2.24,1.69,1
2018-01-20,PHI ,MIL,116:94,1.32,3.59,1
2018-01-20,CHA ,MIA,105:106,1.35,3.35,0
2018-01-20,NOP ,MEM,111:104,1.24,4.3,1
2018-01-20,ATL ,CHI,97:113,1.78,2.11,0
2018-01-20,CLE ,OKC,124:148,1.68,2.27,0
2018-01-19,LAL ,IND,99:86,2.13,1.76,1
2018-01-19,UTA ,NYK,115:117,1.45,2.88,0
2018-01-19,DEN ,PHX,100:108,1.22,4.58,0
2018-01-19,DET ,WAS,112:122,1.9,1.95,0
2018-01-19,MEM ,SAC,106:88,1.4,3.09,1
2018-01-19,BKN ,MIA,101:95,2.34,1.64,1
2018-01-19,TOR ,SAS,86:83,1.41,3.05,1
2018-01-18,POR ,IND,100:86,1.53,2.63,1
2018-01-18,HOU ,MIN,116:98,1.49,2.71,1
2018-01-18,BOS ,PHI,80:89,1.67,2.28,0
2018-01-18,CLE ,ORL,104:103,1.12,6.84,1
2018-01-17,LAC ,DEN,109:104,1.56,2.52,1
2018-01-17,SAC ,UTA,105:120,2.5,1.58,0
2018-01-17,CHI ,GSW,112:119,4.1,1.26,0
2018-01-17,MEM ,NYK,105:99,2.19,1.73,1
2018-01-17,MIL ,MIA,101:106,1.53,2.62,0
2018-01-17,OKC ,LAL,114:90,1.2,4.86,1
2018-01-17,ATL ,NOP,94:93,2.19,1.72,1
2018-01-17,BKN ,SAS,95:100,2.69,1.51,0
2018-01-17,TOR ,DET,96:91,1.25,4.14,1
2018-01-17,CHA ,WAS,133:109,1.78,2.1,1
2018-01-16,POR ,PHX,118:111,1.16,5.69,1
2018-01-16,DEN ,DAL,105:102,1.41,3.07,1
2018-01-16,BOS ,NOP,113:116 ,1.44,2.9,0
2018-01-16,ORL ,MIN,108:102,4.07,1.26,1
2018-01-15,LAC ,HOU,113:102,2.69,1.51,1
2018-01-15,UTA ,IND,94:109,1.51,2.7,0
2018-01-15,CLE ,GSW,108:118,2.97,1.43,0
2018-01-15,OKC ,SAC,95:88,1.11,7.41,1
2018-01-15,MEM ,LAL,123:114,1.6,2.45,1
2018-01-15,CHI ,MIA,119:111,1.84,2.02,1
2018-01-15,ATL ,SAS,102:99,2.91,1.44,1
2018-01-15,BKN ,NYK,104:119,1.62,2.4,0
2018-01-15,WAS ,MIL,95:104,1.46,2.81,0
2018-01-15,PHI ,TOR,117:111,2.09,1.79,1
2018-01-15,DET ,CHA,107:118,1.69,2.24,0
2018-01-14,MIN ,POR,120:103,1.4,3.09,1
2018-01-14,PHX ,IND,97:120,2.4,1.62,0
2018-01-14,NYK ,NOP,118:123 ,2.14,1.75,0
2018-01-14,MIA ,MIL,97:79,1.8,2.08,1
2018-01-13,SAS ,DEN,112:80,1.31,3.62,1
2018-01-13,CHI ,DET,107:105,1.98,1.87,1
2018-01-13,TOR ,GSW,125:127,2.91,1.44,0
2018-01-13,WAS ,BKN,119:113 ,1.21,4.72,1
2018-01-13,CHA ,OKC,91:101,2.12,1.77,0
2018-01-13,LAC ,SAC,126:105,1.35,3.37,1
2018-01-13,DAL ,LAL,101:107 ,1.54,2.6,0
2018-01-12,PHX ,HOU,95:112,3.39,1.35,0
2018-01-12,DEN ,MEM,87:78,1.37,3.25,1
2018-01-12,MIL ,GSW,94:108,2.67,1.51,0
2018-01-12,MIN ,NYK,118:108,1.23,4.38,1
2018-01-12,NOP ,POR,119:113,1.6,2.45,1
2018-01-12,ATL ,BKN,105:110,1.65,2.33,0
2018-01-12,CHA ,UTA,99:88,1.54,2.61,1
2018-01-12,IND ,CLE,97:95,2.04,1.81,1
2018-01-12,WAS ,ORL,125:119,1.15,6.08,1
2018-01-11,LAL ,SAS,93:81,2.17,1.73,1
2018-01-11,SAC ,LAC,115:121,2.46,1.59,0
2018-01-11,TOR ,CLE,133:99,2.21,1.71,1
2018-01-11,PHI ,BOS,103:114,2.11,1.77,0
2018-01-10,GSW ,LAC,106:125,1.11,7.38,0
2018-01-10,DEN ,ATL,97:110,1.22,4.55,0
2018-01-10,HOU ,POR,121:112,1.34,3.42,1
2018-01-10,MEM ,NOP,105:102,1.91,1.95,1
2018-01-10,MIL ,ORL,110:103,1.16,5.57,1
2018-01-10,MIN ,OKC,104:88,1.53,2.63,1
2018-01-10,BKN ,DET,80:114,2.13,1.76,0
2018-01-10,NYK ,CHI,119:122 ,1.49,2.73,0
2018-01-10,CHA ,DAL,111:115,1.37,3.28,0
2018-01-10,IND ,MIA,106:114,1.51,2.66,0
2018-01-10,WAS ,UTA,104:107,1.29,3.83,0
2018-01-09,LAL ,SAC,99:86,1.28,3.88,1
2018-01-09,DAL ,ORL,114:99,1.34,3.44,1
2018-01-09,OKC ,POR,106:117,1.28,3.89,0
2018-01-09,TOR ,MIA,89:90,1.56,2.55,0
2018-01-08,GSW ,DEN,124:114,1.17,5.47,1
2018-01-08,LAC ,ATL,108:107,1.55,2.59,1
2018-01-08,SAC ,SAS,100:107,2.81,1.47,0
2018-01-08,CHI ,HOU,107:116,2.99,1.42,0
2018-01-08,MIN ,CLE,127:99,1.95,1.9,1
2018-01-08,NOP ,DET,112:109,1.41,3.03,1
2018-01-08,BKN ,TOR,113:114 ,3.52,1.32,0
2018-01-08,IND ,MIL,109:96,1.81,2.06,1
2018-01-07,LAL ,ATL,132:113,1.62,2.39,1
2018-01-07,POR ,SAS,111:110,1.88,1.98,1
2018-01-07,PHX ,OKC,114:100,3.99,1.27,1
2018-01-07,DAL ,NYK,96:100,1.47,2.8,0
2018-01-07,MIA ,UTA,103:102,1.6,2.45,1
2018-01-06,SAC ,DEN,106:98,3.75,1.3,1
2018-01-06,MIN ,NOP,116:98,1.83,2.03,1
2018-01-06,WAS ,MIL,103:110,1.63,2.37,0
2018-01-06,DET ,HOU,108:101,3.08,1.4,1
2018-01-06,IND ,CHI,125:86,1.41,3,1
2018-01-06,ORL ,CLE,127:131,4.39,1.23,0
2018-01-06,BKN ,BOS,85:87,2.38,1.62,0
2018-01-06,LAC ,GSW,105:121,4.13,1.26,0
2018-01-05,LAL ,CHA,94:108,2.15,1.75,0
2018-01-05,POR ,ATL,110:89,1.33,3.49,1
2018-01-05,MEM ,WAS,100:102,2.63,1.53,0
2018-01-05,DEN ,UTA,99:91,1.37,3.28,1
2018-01-05,DAL ,CHI,124:127,1.57,2.53,0
2018-01-05,SAS ,PHX,103:89,1.13,6.59,1
2018-01-05,MIA ,NYK,107:103 ,1.42,2.99,1
2018-01-05,MIL ,TOR,110:129,1.88,1.97,0
2018-01-05,BOS ,MIN,91:84,1.67,2.29,1
2018-01-05,PHI ,DET,114:78,1.45,2.9,1
2018-01-04,LAC ,OKC,117:127,1.97,1.88,0
2018-01-04,HOU ,GSW,114:124,2.58,1.55,0
2018-01-03,LAL ,OKC,96:133,2.84,1.46,0
2018-01-03,DEN ,PHX,134:111,1.13,6.75,1
2018-01-03,UTA ,NOP,98:108,1.89,1.96,0
2018-01-03,DAL ,GSW,122:125,3.87,1.28,0
2018-01-03,BOS ,CLE,102:88,1.66,2.31,1
2018-01-03,CHI ,TOR,115:124,2.64,1.53,0
2018-01-03,MIL ,IND,122:101,1.31,3.7,1
2018-01-03,BKN ,MIN,98:97,3.2,1.38,1
2018-01-03,MIA ,DET,111:104,1.54,2.61,1
2018-01-03,ORL ,HOU,98:116,3.53,1.33,0
2018-01-03,PHI ,SAS,112:106,1.59,2.46,1
2018-01-03,WAS ,NYK,121:103,1.22,4.64,1
2018-01-02,LAC ,MEM,113:105,1.42,3.01,1
2018-01-02,SAC ,CHA,111:131,2.51,1.58,0
2018-01-02,PHX ,ATL,104:103,1.89,1.97,1
2018-01-02,NYK ,SAS,91:100,2.79,1.47,0
2018-01-02,CLE ,POR,127:110,1.23,4.46,1
2018-01-01,CHI ,POR,120:124 ,1.67,2.28,0
2018-01-01,MIN ,LAL,114:96,1.19,4.99,1
2018-01-01,BKN ,ORL,98:95,1.82,2.05,1
2018-01-01,TOR ,MIL,131:127 ,1.42,3,1
2017-12-31,PHX ,PHI,110:123,2.38,1.63,0
2017-12-31,HOU ,LAL,148:142 ,1.07,9.66,1
2017-12-31,LAC ,CHA,106:98,1.79,2.09,1
2017-12-31,OKC ,DAL,113:116,1.32,3.59,0
2017-12-31,SAC ,MEM,96:114,1.75,2.16,0
2017-12-31,BOS ,BKN,108:105,1.2,4.87,1
2017-12-31,IND ,MIN,90:107,2.27,1.68,0
2017-12-31,WAS ,CHI,114:110,1.29,3.77,1
2017-12-30,DEN ,PHI,102:107,1.35,3.34,0
2017-12-30,GSW ,MEM,141:128,1.07,9.61,1
2017-12-30,UTA ,CLE,104:101,2.33,1.65,1
2017-12-30,ATL ,POR,104:89,2.23,1.7,1
2017-12-30,DET ,SAS,93:79,2.7,1.5,1
2017-12-30,NOP ,NYK,103:105,1.45,2.88,0
2017-12-30,ORL ,MIA,111:117,2.01,1.85,0
2017-12-29,GSW ,CHA,100:111,1.18,5.21,0
2017-12-29,LAL ,LAC,106:121,2.29,1.67,0
2017-12-29,SAC ,PHX,101:111,1.69,2.26,0
2017-12-29,CHI ,IND,119:107,1.67,2.29,1
2017-12-29,MIA ,BKN,87:111,1.41,3.05,0
2017-12-29,NOP ,DAL,120:128,1.38,3.24,0
2017-12-29,OKC ,MIL,95:97,1.4,3.1,0
2017-12-29,TOR ,ATL,111:98,1.15,5.91,1
2017-12-29,WAS ,HOU,121:103,2.13,1.76,1
2017-12-28,POR ,PHI,114:110,2.09,1.79,1
2017-12-28,SAS ,NYK,119:107,1.16,5.72,1
2017-12-28,BOS ,HOU,99:98,2.09,1.79,1
2017-12-28,MIL ,MIN,102:96,1.58,2.47,1
2017-12-28,ORL ,DET,102:89,2.46,1.59,1
2017-12-27,LAL ,MEM,99:109,1.64,2.36,0
2017-12-27,GSW ,UTA,126:101,1.14,6.33,1
2017-12-27,SAC ,CLE,109:95,4.54,1.22,1
2017-12-27,CHI ,NYK,92:87,1.8,2.07,1
2017-12-27,MIN ,DEN,128:125 ,1.48,2.77,1
2017-12-27,NOP ,BKN,128:113,1.23,4.5,1
2017-12-27,OKC ,TOR,124:107,1.61,2.43,1
2017-12-27,ATL ,WAS,113:99,3.02,1.42,1
2017-12-27,CHA ,BOS,91:102,1.96,1.9,0
2017-12-27,IND ,DAL,94:98,1.59,2.48,0
2017-12-26,LAC ,SAC,122:95,1.46,2.82,1
2017-12-26,DEN ,UTA,107:83,1.42,3.03,1
2017-12-26,PHX ,MEM,99:97,2.03,1.84,1
2017-12-26,SAS ,BKN,109:97,1.12,6.82,1
2017-12-26,MIL ,CHI,106:115,1.35,3.4,0
2017-12-26,MIA ,ORL,107:89,1.27,3.98,1
2017-12-26,DAL ,TOR,98:93,3.04,1.41,1
2017-12-26,DET ,IND,107:83,1.8,2.07,1
2017-12-25,LAL ,MIN,104:121,3.09,1.4,0
2017-12-25,OKC ,HOU,112:107,1.79,2.09,1
2017-12-25,BOS ,WAS,103:111,1.56,2.55,0
2017-12-25,GSW ,CLE,99:92,1.53,2.63,1
2017-12-25,NYK ,PHI,98:105,1.97,1.91,0
2017-12-23,SAC ,SAS,99:108,3.12,1.4,0
2017-12-23,LAL ,POR,92:95,1.69,2.26,0
2017-12-23,PHX ,MIN,106:115,3.73,1.3,0
2017-12-23,GSW ,DEN,81:96,1.27,3.99,0
2017-12-23,MEM ,LAC,115:112,1.76,2.14,1
2017-12-23,MIA ,NOP,94:109,2.41,1.62,0
2017-12-23,UTA ,OKC,89:103,1.85,2.02,0
2017-12-23,ATL ,DAL,112:107,2.01,1.85,1
2017-12-23,BOS ,CHI,117:92,1.29,3.84,1
2017-12-23,CHA ,MIL,111:106,1.53,2.63,1
2017-12-23,IND ,BKN,123:119 ,1.21,4.68,1
2017-12-23,WAS ,ORL,130:103,1.12,7.14,1
2017-12-23,TOR ,PHI,102:86,1.28,3.88,1
2017-12-22,GSW ,LAL,113:106,1.13,6.52,1
2017-12-22,POR ,DEN,85:102,2.04,1.83,0
2017-12-22,HOU ,LAC,118:128,1.11,7.37,0
2017-12-22,MIA ,DAL,113:101,2.04,1.83,1
2017-12-22,MIL ,CHA,109:104,1.5,2.72,1
2017-12-22,OKC ,ATL,120:117,1.15,5.98,1
2017-12-22,BKN ,WAS,119:84,3.03,1.42,1
2017-12-22,DET ,NYK,104:101,1.37,3.25,1
2017-12-22,ORL ,NOP,97:111,3.05,1.41,0
2017-12-21,UTA ,SAS,100:89,2.17,1.75,1
2017-12-21,PHX ,MEM,97:95,2.34,1.65,1
2017-12-21,NYK ,BOS,102:93,2.27,1.68,1
2017-12-21,CLE ,CHI,115:112,1.16,5.84,1
2017-12-21,PHI ,TOR,109:114,2.43,1.61,0
2017-12-20,GSW ,MEM,97:84,1.2,4.93,1
2017-12-20,LAC ,PHX,108:95,1.45,2.87,1
2017-12-20,POR ,SAS,91:93,1.72,2.2,0
2017-12-20,DEN ,MIN,104:112,1.88,1.98,0
2017-12-20,DAL ,DET,110:93,1.86,1.99,1
2017-12-20,CHI ,ORL,112:94,1.51,2.69,1
2017-12-20,HOU ,LAL,116:122,1.07,10.27,0
2017-12-20,OKC ,UTA,107:79,1.3,3.77,1
2017-12-20,ATL ,IND,95:105,2.66,1.51,0
2017-12-20,BOS ,MIA,89:90,1.22,4.56,0
2017-12-20,BKN ,SAC,99:104,1.45,2.88,0
2017-12-20,CHA ,TOR,111:129,2.12,1.77,0
2017-12-19,MIL ,CLE,119:116,2.02,1.85,1
2017-12-19,PHI ,SAC,95:101,1.27,3.97,0
2017-12-19,WAS ,NOP,116:106,1.74,2.17,1
2017-12-18,LAL ,GSW,114:116 ,2.84,1.46,0
2017-12-18,DAL ,PHX,91:97,1.34,3.46,0
2017-12-18,SAS ,LAC,109:91,1.13,6.57,1
2017-12-18,CHI ,PHI,117:115,2.08,1.8,1
2017-12-18,HOU ,UTA,120:99,1.12,7.01,1
2017-12-18,MIN ,POR,108:107,1.54,2.6,1
2017-12-18,OKC ,DEN,95:94,1.49,2.75,1
2017-12-18,ATL ,MIA,110:104,1.82,2.05,1
2017-12-18,CHA ,NYK,109:91,1.3,3.76,1
2017-12-18,IND ,BOS,111:112,2.19,1.72,0
2017-12-17,BKN ,IND,97:109,2.39,1.62,0
2017-12-17,WAS ,CLE,99:106,1.79,2.08,0
2017-12-17,DET ,ORL,114:110,1.26,4.11,1
2017-12-17,TOR ,SAC,108:93,1.12,7.02,1
2017-12-16,MEM ,BOS,93:102,2.94,1.44,0
2017-12-16,SAS ,DAL,98:96,1.4,3.1,1
2017-12-16,HOU ,MIL,115:111,1.17,5.51,1
2017-12-16,MIA ,LAC,90:85,1.4,3.12,1
2017-12-16,MIN ,PHX,106:108,1.12,6.96,0
2017-12-16,CLE ,UTA,109:100,1.19,5.03,1
2017-12-16,NYK ,OKC,111:96,2.57,1.55,1
2017-12-16,CHA ,POR,91:93,1.63,2.39,0
2017-12-15,HOU ,SAS,124:109,1.28,3.97,1
2017-12-15,DEN ,NOP,117:111 ,1.81,2.05,1
2017-12-15,MEM ,ATL,96:94,1.38,3.21,1
2017-12-15,MIL ,CHI,109:115,1.26,4.11,0
2017-12-15,BOS ,UTA,95:107,1.5,2.71,0
2017-12-15,TOR ,BKN,120:87,1.1,8.07,1
2017-12-15,CHA ,MIA,98:104,1.49,2.76,0
2017-12-15,IND ,DET,98:104,1.48,2.78,0
2017-12-15,ORL ,POR,88:95,2.57,1.55,0
2017-12-15,PHI ,OKC,117:119 ,1.87,1.99,0
2017-12-15,WAS ,LAC,100:91,1.19,5.12,1
2017-12-14,GSW ,DAL,112:97,1.18,5.21,1
2017-12-14,CLE ,LAL,121:112,1.19,5.05,1
2017-12-14,MIN ,SAC,119:96,1.16,5.81,1
2017-12-14,ATL ,DET,91:105,2.47,1.59,0
2017-12-14,BKN ,NYK,104:111,1.84,2.03,0
2017-12-13,HOU ,CHA,108:96,1.12,6.89,1
2017-12-13,PHX ,TOR,109:115,6.82,1.12,0
2017-12-13,CHI ,UTA,103:100,2.89,1.45,1
2017-12-13,NOP ,MIL,115:108,1.74,2.16,1
2017-12-13,BOS ,DEN,124:118,1.41,3.06,1
2017-12-13,MIA ,POR,95:102,1.68,2.28,0
2017-12-13,IND ,OKC,95:100,1.95,1.91,0
2017-12-13,ORL ,LAC,95:106,1.96,1.9,0
2017-12-13,WAS ,MEM,93:87,1.32,3.63,1
2017-12-12,SAC ,PHX,99:92,1.56,2.56,1
2017-12-12,MIN ,PHI,112:118 ,1.53,2.64,0
2017-12-12,DAL ,SAS,95:89,3.08,1.4,1
2017-12-12,BKN ,WAS,103:98,2.34,1.65,1
2017-12-12,CLE ,ATL,123:114,1.12,7.1,1
2017-12-12,DET ,DEN,84:103,1.39,3.16,0
2017-12-12,NYK ,LAL,113:109 ,1.71,2.22,1
2017-12-11,GSW ,POR,111:104,1.24,4.31,1
2017-12-11,LAC ,TOR,96:91,2.86,1.45,1
2017-12-11,CHI ,BOS,108:85,2.85,1.45,1
2017-12-11,HOU ,NOP,130:123,1.1,7.97,1
2017-12-11,MEM ,MIA,82:107,1.86,2.01,0
2017-12-11,OKC ,CHA,103:116,1.31,3.65,0
2017-12-10,NYK ,ATL,111:107,1.44,2.95,1
2017-12-10,MIN ,DAL,97:92,1.31,3.69,1
2017-12-10,NOP ,PHI,131:124,1.37,3.27,1
2017-12-10,IND ,DEN,126:116 ,1.48,2.79,1
2017-12-10,DET ,BOS,81:91,2.02,1.84,0
2017-12-10,SAC ,TOR,87:102,4.28,1.24,0
2017-12-09,POR ,HOU,117:124,3.93,1.28,0
2017-12-09,MEM ,OKC,101:102 ,2.73,1.5,0
2017-12-09,PHX ,SAS,101:104,2.84,1.46,0
2017-12-09,MIL ,UTA,117:100,1.83,2.04,1
2017-12-09,CHI ,NYK,104:102,2.41,1.62,1
2017-12-09,CLE ,PHI,105:98,1.39,3.18,1
2017-12-09,ATL ,ORL,117:110,1.51,2.68,1
2017-12-09,CHA ,LAL,99:110,1.61,2.43,0
2017-12-09,BKN ,MIA,89:101,2.15,1.75,0
2017-12-09,LAC ,WAS,113:112,2.09,1.79,1
2017-12-08,SAS ,BOS,105:102,1.73,2.19,1
2017-12-08,MEM ,TOR,107:116,2.88,1.45,0
2017-12-08,MIL ,DAL,109:102,1.36,3.35,1
2017-12-08,NOP ,SAC,109:116 ,1.21,4.74,0
2017-12-08,CHA ,CHI,111:119 ,1.2,4.87,0
2017-12-08,DET ,GSW,98:102,2.81,1.47,0
2017-12-08,IND ,CLE,106:102,2.44,1.6,1
2017-12-08,ORL ,DEN,89:103,1.8,2.07,0
2017-12-07,UTA ,HOU,101:112,3.14,1.39,0
2017-12-07,BKN ,OKC,100:95,3.39,1.35,1
2017-12-07,PHX ,WAS,99:109,3.21,1.38,0
2017-12-07,PHI ,LAL,104:107,1.27,4.02,0
2017-12-06,LAC ,MIN,107:113,2.78,1.48,0
2017-12-06,SAS ,MIA,117:105,1.29,3.81,1
2017-12-06,CHA ,GSW,87:101,2.33,1.65,0
2017-12-06,MIL ,DET,104:100,1.57,2.53,1
2017-12-06,NOP ,DEN,123:114,1.46,2.83,1
2017-12-06,BOS ,DAL,97:90,1.3,3.72,1
2017-12-06,NYK ,MEM,99:88,1.79,2.09,1
2017-12-06,CLE ,SAC,101:95,1.11,7.54,1
2017-12-06,IND ,CHI,98:96,1.19,5.09,1
2017-12-06,ORL ,ATL,110:106 ,1.4,3.12,1
2017-12-05,POR ,WAS,92:106,1.44,2.94,0
2017-12-05,OKC ,UTA,100:94,1.29,3.79,1
2017-12-05,TOR ,PHX,126:113,1.08,9.57,1
2017-12-04,UTA ,WAS,116:69,1.59,2.46,1
2017-12-04,DAL ,DEN,122:105,1.75,2.15,1
2017-12-04,SAS ,DET,96:93,1.59,2.47,1
2017-12-04,CHI ,CLE,91:113,4.57,1.22,0
2017-12-04,MEM ,MIN,95:92,2.28,1.68,1
2017-12-04,NOP ,GSW,115:125,4.36,1.24,0
2017-12-04,ATL ,BKN,90:110,1.89,1.97,0
2017-12-04,BOS ,MIL,111:100,1.5,2.7,1
2017-12-04,CHA ,ORL,104:94,1.34,3.48,1
2017-12-04,IND ,NYK,115:97,1.16,5.72,1
2017-12-04,PHI ,PHX,101:115,1.19,5.13,0
2017-12-03,LAL ,HOU,95:118,6.79,1.12,0
2017-12-03,MIA ,GSW,95:123,5.23,1.18,0
2017-12-03,MIN ,LAC,112:106,1.13,6.64,1
2017-12-03,OKC ,SAS,90:87,1.29,3.82,1
2017-12-03,NYK ,ORL,100:105,2.19,1.73,0
2017-12-02,POR ,NOP,116:123,1.34,3.49,0
2017-12-02,DEN ,LAL,115:100,1.6,2.47,1
2017-12-02,MIL ,SAC,109:104,1.1,8.11,1
2017-12-02,CLE ,MEM,116:111,1.12,6.92,1
2017-12-02,PHI ,DET,108:103,1.55,2.58,1
2017-12-02,BKN ,ATL,102:114,1.51,2.69,0
2017-12-02,DAL ,LAC,108:82,1.53,2.63,1
2017-12-02,BOS ,PHX,116:111,1.12,7.26,1
2017-12-01,UTA ,NOP,114:108,2.34,1.65,1
2017-12-01,CHI ,SAC,106:107,1.94,1.91,0
2017-12-01,MEM ,SAS,79:95,2.38,1.63,0
2017-12-01,MIA ,CHA,105:100,1.8,2.09,1
2017-12-01,OKC ,MIN,111:107,1.45,2.89,1
2017-12-01,TOR ,IND,120:115,1.34,3.43,1
2017-12-01,ORL ,GSW,112:133,5.69,1.16,0
2017-12-01,WAS ,DET,109:91,1.93,1.92,1
2017-11-30,LAC ,UTA,107:126,1.93,1.92,0
2017-11-30,POR ,MIL,91:103,1.57,2.51,0
2017-11-30,DEN ,CHI,111:110,1.16,5.7,1
2017-11-30,ATL ,CLE,114:121,3.72,1.3,0
2017-11-30,BOS ,PHI,108:97,1.28,3.9,1
2017-11-29,LAL ,GSW,123:127 ,7.38,1.11,0
2017-11-29,DAL ,BKN,104:109,1.48,2.77,0
2017-11-29,SAS ,MEM,104:95,1.25,4.18,1
2017-11-29,HOU ,IND,118:97,1.14,6.21,1
2017-11-29,NOP ,MIN,102:120,1.41,3.09,0
2017-11-29,NYK ,MIA,115:86,1.83,2.03,1
2017-11-29,TOR ,CHA,126:113,1.32,3.61,1
2017-11-29,DET ,PHX,131:107,1.14,6.32,1
2017-11-29,ORL ,OKC,121:108,3,1.42,1
2017-11-29,PHI ,WAS,118:113,1.35,3.38,1
2017-11-28,SAC ,MIL,87:112,3.16,1.39,0
2017-11-28,UTA ,DEN,106:77,1.95,1.91,1
2017-11-28,CHI ,PHX,99:104,1.87,1.99,0
2017-11-28,MIN ,WAS,89:92,1.47,2.8,0
2017-11-28,CLE ,MIA,108:97,1.56,2.56,1
2017-11-27,GSW ,SAC,106:110,1.11,7.42,0
2017-11-27,LAC ,LAL,120:115,1.54,2.61,1
2017-11-27,SAS ,DAL,115:108,1.22,4.55,1
2017-11-27,HOU ,BKN,117:103,1.03,16.08,1
2017-11-27,BOS ,DET,108:118,1.39,3.17,0
2017-11-27,NYK ,POR,91:103,2.07,1.81,0
2017-11-27,IND ,ORL,121:109,1.54,2.62,1
2017-11-27,PHI ,CLE,91:113,1.76,2.14,0
2017-11-26,MEM ,BKN,88:98,1.47,2.79,0
2017-11-26,CHI ,MIA,93:100,3.36,1.35,0
2017-11-26,MIN ,PHX,119:108,1.15,6,1
2017-11-25,SAC ,LAC,95:97,2.55,1.56,0
2017-11-25,UTA ,MIL,121:108,1.9,1.95,1
2017-11-25,DAL ,OKC,97:81,3.03,1.41,1
2017-11-25,GSW ,NOP,110:95,1.17,5.6,1
2017-11-25,HOU ,NYK,117:102,1.03,16.46,1
2017-11-25,IND ,BOS,98:108,2.36,1.64,0
2017-11-25,ATL ,TOR,78:112,3.21,1.38,0
2017-11-25,CHA ,SAS,86:106,1.83,2.03,0
2017-11-25,PHI ,ORL,130:111,1.46,2.84,1
2017-11-25,WAS ,POR,105:108,1.55,2.57,0
2017-11-24,GSW ,CHI,143:94,1.06,11,1
2017-11-24,DEN ,MEM,104:92,1.41,3.04,1
2017-11-24,PHX ,NOP,91:115,3.13,1.39,0
2017-11-24,CLE ,CHA,100:99,1.45,2.88,1
2017-11-24,IND ,TOR,107:104,2.12,1.77,1
2017-11-24,MIN ,MIA,97:109,1.55,2.56,0
2017-11-24,OKC ,DET,98:99,1.27,4.03,0
2017-11-24,ATL ,NYK,116:104,1.79,2.1,1
2017-11-24,BOS ,ORL,118:103,1.35,3.42,1
2017-11-24,BKN ,POR,125:127,2.57,1.55,0
2017-11-22,SAC ,LAL,113:102,1.86,2,1
2017-11-22,PHX ,MIL,107:113 ,2.1,1.79,0
2017-11-22,UTA ,CHI,110:80,1.25,4.24,1
2017-11-22,HOU ,DEN,125:95,1.25,4.24,1
2017-11-22,MEM ,DAL,94:95,1.45,2.89,0
2017-11-22,MIN ,ORL,124:118,1.38,3.23,1
2017-11-22,NOP ,SAS,107:90,1.86,2,1
